112	        8775.72	        7664.36	        1111.36	      918611.20
113	        8775.72	        7655.10	        1120.62	      917490.58
114	        8775.72	        7645.76	        1129.96	      916360.62
115	        8775.72	        7636.34	        1139.38	      915221.24
116	        8775.72	        7626.85	        1148.87	      914072.37
117	        8775.72	        7617.27	        1158.45	      912913.92
118	        8775.72	        7607.62	        1168.10	      911745.82
119	        8775.72	        7597.89	        1177.83	      910567.99
120	        8775.72	        7588.07	        1187.65	      909380.34
121	        8775.72	        7578.17	        1197.55	      908182.79
122	        8775.72	        7568.19	        1207.53	      906975.26
123	        8775.72	        7558.13	        1217.59	      905757.67
124	        8775.72	        7547.99	        1227.73	      904529.94
125	        8775.72	        7537.75	        1237.97	      903291.97
126	        8775.72	        7527.44	        1248.28	      902043.69
127	        8775.72	        7517.04	        1258.68	      900785.01
128	        8775.72	        7506.55	        1269.17	      899515.84
129	        8775.72	        7495.97	        1279.75	      898236.09
130	        8775.72	        7485.31	        1290.41	      896945.68
131	        8775.72	        7474.55	        1301.17	      895644.51
132	        8775.72	        7463.71	        1312.01	      894332.50
133	        8775.72	        7452.78	        1322.94	      893009.56
134	        8775.72	        7441.75	        1333.97	      891675.59
135	        8775.72	        7430.63	        1345.09	      890330.50
136	        8775.72	        7419.43	        1356.29	      888974.21
137	        8775.72	        7408.12	        1367.60	      887606.61
138	        8775.72	        7396.73	        1378.99	      886227.62
139	        8775.72	        7385.24	        1390.48	      884837.14
140	        8775.72	        7373.65	        1402.07	      883435.07
141	        8775.72	        7361.96	        1413.76	      882021.31
142	        8775.72	        7350.18	        1425.54	      880595.77
143	        8775.72	        7338.30	        1437.42	      879158.35
144	        8775.72	        7326.32	        1449.40	      877708.95
145	        8775.72	        7314.25	        1461.47	      876247.48
146	        8775.72	        7302.07	        1473.65	      874773.83
147	        8775.72	        7289.79	        1485.93	      873287.90
148	        8775.72	        7277.40	        1498.32	      871789.58
149	        8775.72	        7264.92	        1510.80	      870278.78
150	        8775.72	        7252.33	        1523.39	      868755.39
151	        8775.72	        7239.63	        1536.09	      867219.30
152	        8775.72	        7226.83	        1548.89	      865670.41
153	        8775.72	        7213.93	        1561.79	      864108.62
154	        8775.72	        7200.91	        1574.81	      862533.81
155	        8775.72	        7187.79	        1587.93	      860945.88
156	        8775.72	        7174.55	        1601.17	      859344.71
157	        8775.72	        7161.21	        1614.51	      857730.20
158	        8775.72	        7147.76	        1627.96	      856102.24
159	        8775.72	        7134.19	        1641.53	      854460.71
160	        8775.72	        7120.51	        1655.21	      852805.50
161	        8775.72	        7106.72	        1669.00	      851136.50
162	        8775.72	        7092.81	        1682.91	      849453.59
163	        8775.72	        7078.78	        1696.94	      847756.65
164	        8775.72	        7064.64	        1711.08	      846045.57
165	        8775.72	        7050.38	        1725.34	      844320.23
166	        8775.72	        7036.01	        1739.71	      842580.52
167	        8775.72	        7021.51	        1754.21	      840826.31
168	        8775.72	        7006.89	        1768.83	      839057.48
169	        8775.72	        6992.15	        1783.57	      837273.91
170	        8775.72	        6977.29	        1798.43	      835475.48
171	        8775.72	        6962.30	        1813.42	      833662.06
172	        8775.72	        6947.19	        1828.53	      831833.53
173	        8775.72	        6931.95	        1843.77	      829989.76
174	        8775.72	        6916.59	        1859.13	      828130.63
175	        8775.72	        6901.09	        1874.63	      826256.00
176	        8775.72	        6885.47	        1890.25	      824365.75
177	        8775.72	        6869.72	        1906.00	      822459.75
178	        8775.72	        6853.84	        1921.88	      820537.87
179	        8775.72	        6837.82	        1937.90	      818599.97
180	        8775.72	        6821.67	        1954.05	      816645.92
181	        8775.72	        6805.39	        1970.33	      814675.59
182	        8775.72	        6788.97	        1986.75	      812688.84
183	        8775.72	        6772.41	        2003.31	      810685.53
184	        8775.72	        6755.72	        2020.00	      808665.53
185	        8775.72	        6738.88	        2036.84	      806628.69
186	        8775.72	        6721.91	        2053.81	      804574.88
187	        8775.72	        6704.80	        2070.92	      802503.96
188	        8775.72	        6687.54	        2088.18	      800415.78
189	        8775.72	        6670.14	        2105.58	      798310.20
190	        8775.72	        6652.59	        2123.13	      796187.07
191	        8775.72	        6634.90	        2140.82	      794046.25
192	        8775.72	        6617.06	        2158.66	      791887.59
193	        8775.72	        6599.07	        2176.65	      789710.94
194	        8775.72	        6580.93	        2194.79	      787516.15
195	        8775.72	        6562.64	        2213.08	      785303.07
196	        8775.72	        6544.20	        2231.52	      783071.55
197	        8775.72	        6525.60	        2250.12	      780821.43
198	        8775.72	        6506.85	        2268.87	      778552.56
199	        8775.72	        6487.94	        2287.78	      776264.78
200	        8775.72	        6468.88	        2306.84	      773957.94
201	        8775.72	        6449.65	        2326.07	      771631.87
202	        8775.72	        6430.27	        2345.45	      769286.42
203	        8775.72	        6410.73	        2364.99	      766921.43
204	        8775.72	        6391.02	        2384.70	      764536.73
205	        8775.72	        6371.14	        2404.58	      762132.15
206	        8775.72	        6351.11	        2424.61	      759707.54
207	        8775.72	        6330.90	        2444.82	      757262.72
208	        8775.72	        6310.53	        2465.19	      754797.53
209	        8775.72	        6289.98	        2485.74	      752311.79
210	        8775.72	        6269.27	        2506.45	      749805.34
211	        8775.72	        6248.38	        2527.34	      747278.00
212	        8775.72	        6227.32	        2548.40	      744729.60
213	        8775.72	        6206.09	        2569.63	      742159.97
214	        8775.72	        6184.67	        2591.05	      739568.92
215	        8775.72	        6163.08	        2612.64	      736956.28
216	        8775.72	        6141.31	        2634.41	      734321.87
217	        8775.72	        6119.35	        2656.37	      731665.50
218	        8775.72	        6097.22	        2678.50	      728987.00
219	        8775.72	        6074.89	        2700.83	      726286.17
220	        8775.72	        6052.39	        2723.33	      723562.84
221	        8775.72	        6029.70	        2746.02	      720816.82
222	        8775.72	        6006.81	        2768.91	      718047.91
223	        8775.72	        5983.74	        2791.98	      715255.93
224	        8775.72	        5960.47	        2815.25	      712440.68
225	        8775.72	        5937.01	        2838.71	      709601.97
226	        8775.72	        5913.35	        2862.37	      706739.60
227	        8775.72	        5889.50	        2886.22	      703853.38
228	        8775.72	        5865.45	        2910.27	      700943.11
229	        8775.72	        5841.20	        2934.52	      698008.59
230	        8775.72	        5816.74	        2958.98	      695049.61
231	        8775.72	        5792.09	        2983.63	      692065.98
232	        8775.72	        5767.22	        3008.50	      689057.48
233	        8775.72	        5742.15	        3033.57	      686023.91
234	        8775.72	        5716.87	        3058.85	      682965.06
235	        8775.72	        5691.38	        3084.34	      679880.72
236	        8775.72	        5665.68	        3110.04	      676770.68
237	        8775.72	        5639.76	        3135.96	      673634.72
238	        8775.72	        5613.63	        3162.09	      670472.63
239	        8775.72	        5587.28	        3188.44	      667284.19
240	        8775.72	        5560.71	        3215.01	      664069.18
241	        8775.72	        5533.91	        3241.81	      660827.37
242	        8775.72	        5506.90	        3268.82	      657558.55
243	        8775.72	        5479.66	        3296.06	      654262.49
244	        8775.72	        5452.19	        3323.53	      650938.96
245	        8775.72	        5424.50	        3351.22	      647587.74
246	        8775.72	        5396.57	        3379.15	      644208.59
247	        8775.72	        5368.41	        3407.31	      640801.28
248	        8775.72	        5340.02	        3435.70	      637365.58
249	        8775.72	        5311.38	        3464.34	      633901.24
250	        8775.72	        5282.52	        3493.20	      630408.04
251	        8775.72	        5253.41	        3522.31	      626885.73
252	        8775.72	        5224.05	        3551.67	      623334.06
253	        8775.72	        5194.46	        3581.26	      619752.80
254	        8775.72	        5164.61	        3611.11	      616141.69
255	        8775.72	        5134.52	        3641.20	      612500.49
256	        8775.72	        5104.18	        3671.54	      608828.95
257	        8775.72	        5073.58	        3702.14	      605126.81
258	        8775.72	        5042.73	        3732.99	      601393.82
259	        8775.72	        5011.62	        3764.10	      597629.72
260	        8775.72	        4980.25	        3795.47	      593834.25
261	        8775.72	        4948.62	        3827.10	      590007.15
262	        8775.72	        4916.73	        3858.99	      586148.16
263	        8775.72	        4884.57	        3891.15	      582257.01
264	        8775.72	        4852.15	        3923.57	      578333.44
265	        8775.72	        4819.45	        3956.27	      574377.17
266	        8775.72	        4786.48	        3989.24	      570387.93
267	        8775.72	        4753.24	        4022.48	      566365.45
268	        8775.72	        4719.72	        4056.00	      562309.45
269	        8775.72	        4685.92	        4089.80	      558219.65
270	        8775.72	        4651.84	        4123.88	      554095.77
271	        8775.72	        4617.47	        4158.25	      549937.52
272	        8775.72	        4582.82	        4192.90	      545744.62
273	        8775.72	        4547.88	        4227.84	      541516.78
274	        8775.72	        4512.64	        4263.08	      537253.70
275	        8775.72	        4477.12	        4298.60	      532955.10
276	        8775.72	        4441.30	        4334.42	      528620.68
277	        8775.72	        4405.18	        4370.54	      524250.14
278	        8775.72	        4368.76	        4406.96	      519843.18
279	        8775.72	        4332.03	        4443.69	      515399.49
280	        8775.72	        4295.00	        4480.72	      510918.77
281	        8775.72	        4257.66	        4518.06	      506400.71
282	        8775.72	        4220.01	        4555.71	      501845.00
283	        8775.72	        4182.05	        4593.67	      497251.33
284	        8775.72	        4143.77	        4631.95	      492619.38
285	        8775.72	        4105.17	        4670.55	      487948.83
286	        8775.72	        4066.25	        4709.47	      483239.36
287	        8775.72	        4027.00	        4748.72	      478490.64
288	        8775.72	        3987.43	        4788.29	      473702.35
289	        8775.72	        3947.52	        4828.20	      468874.15
290	        8775.72	        3907.29	        4868.43	      464005.72
291	        8775.72	        3866.72	        4909.00	      459096.72
292	        8775.72	        3825.81	        4949.91	      454146.81
293	        8775.72	        3784.56	        4991.16	      449155.65
294	        8775.72	        3742.97	        5032.75	      444122.90
295	        8775.72	        3701.03	        5074.69	      439048.21
296	        8775.72	        3658.74	        5116.98	      433931.23
297	        8775.72	        3616.10	        5159.62	      428771.61
298	        8775.72	        3573.10	        5202.62	      423568.99
299	        8775.72	        3529.75	        5245.97	      418323.02
300	        8775.72	        3486.03	        5289.69	      413033.33
301	        8775.72	        3441.95	        5333.77	      407699.56
302	        8775.72	        3397.50	        5378.22	      402321.34
303	        8775.72	        3352.68	        5423.04	      396898.30
304	        8775.72	        3307.49	        5468.23	      391430.07
305	        8775.72	        3261.92	        5513.80	      385916.27
306	        8775.72	        3215.97	        5559.75	      380356.52
307	        8775.72	        3169.64	        5606.08	      374750.44
308	        8775.72	        3122.93	        5652.79	      369097.65
309	        8775.72	        3075.82	        5699.90	      363397.75
310	        8775.72	        3028.32	        5747.40	      357650.35
311	        8775.72	        2980.42	        5795.30	      351855.05
312	        8775.72	        2932.13	        5843.59	      346011.46
313	        8775.72	        2883.43	        5892.29	      340119.17
314	        8775.72	        2834.33	        5941.39	      334177.78
315	        8775.72	        2784.82	        5990.90	      328186.88
316	        8775.72	        2734.90	        6040.82	      322146.06
317	        8775.72	        2684.56	        6091.16	      316054.90
318	        8775.72	        2633.80	        6141.92	      309912.98
319	        8775.72	        2582.61	        6193.11	      303719.87
320	        8775.72	        2531.00	        6244.72	      297475.15
321	        8775.72	        2478.96	        6296.76	      291178.39
322	        8775.72	        2426.49	        6349.23	      284829.16
323	        8775.72	        2373.58	        6402.14	      278427.02
324	        8775.72	        2320.23	        6455.49	      271971.53
325	        8775.72	        2266.43	        6509.29	      265462.24
326	        8775.72	        2212.19	        6563.53	      258898.71
327	        8775.72	        2157.49	        6618.23	      252280.48
328	        8775.72	        2102.34	        6673.38	      245607.10
329	        8775.72	        2046.73	        6728.99	      238878.11
330	        8775.72	        1990.66	        6785.06	      232093.05
331	        8775.72	        1934.11	        6841.61	      225251.44
332	        8775.72	        1877.10	        6898.62	      218352.82
333	        8775.72	        1819.61	        6956.11	      211396.71
